Date,Close,High,Low,Open,Volume,AssetID,AssetName,Ticker,AssetType,Sector,Logo
01-01-2021,1218.873169,1221.645425,1205.716481,1205.716481,2058419,12,Larsen & Toubro,LT.NS,Stock,Infrastructure,https://1drv.ms/i/c/8705623eb284e7df/IQQr48l1SzxFTYzAsImMFYs-AYv1sccqayGowteoQMKg5WY?width=531&height=531
04-01-2021,1235.412964,1242.884152,1223.571968,1226.391258,4014636,12,Larsen & Toubro,LT.NS,Stock,Infrastructure,https://1drv.ms/i/c/8705623eb284e7df/IQQr48l1SzxFTYzAsImMFYs-AYv1sccqayGowteoQMKg5WY?width=531&height=531
05-01-2021,1227.613037,1233.909406,1217.040698,1228.270826,2833637,12,Larsen & Toubro,LT.NS,Stock,Infrastructure,https://1drv.ms/i/c/8705623eb284e7df/IQQr48l1SzxFTYzAsImMFYs-AYv1sccqayGowteoQMKg5WY?width=531&height=531
06-01-2021,1234.849243,1249.885459,1221.692554,1229.210662,4615963,12,Larsen & Toubro,LT.NS,Stock,Infrastructure,https://1drv.ms/i/c/8705623eb284e7df/IQQr48l1SzxFTYzAsImMFYs-AYv1sccqayGowteoQMKg5WY?width=531&height=531
07-01-2021,1258.296265,1265.6735,1245.18661,1249.885427,4270598,12,Larsen & Toubro,LT.NS,Stock,Infrastructure,https://1drv.ms/i/c/8705623eb284e7df/IQQr48l1SzxFTYzAsImMFYs-AYv1sccqayGowteoQMKg5WY?width=531&height=531
08-01-2021,1290.671021,1299.645692,1265.861245,1268.492628,4984995,12,Larsen & Toubro,LT.NS,Stock,Infrastructure,https://1drv.ms/i/c/8705623eb284e7df/IQQr48l1SzxFTYzAsImMFYs-AYv1sccqayGowteoQMKg5WY?width=531&height=531
11-01-2021,1268.680786,1301.525476,1263.981968,1298.75322,3252470,12,Larsen & Toubro,LT.NS,Stock,Infrastructure,https://1drv.ms/i/c/8705623eb284e7df/IQQr48l1SzxFTYzAsImMFYs-AYv1sccqayGowteoQMKg5WY?width=531&height=531
12-01-2021,1268.492676,1284.515573,1263.089036,1272.439636,2836161,12,Larsen & Toubro,LT.NS,Stock,Infrastructure,https://1drv.ms/i/c/8705623eb284e7df/IQQr48l1SzxFTYzAsImMFYs-AYv1sccqayGowteoQMKg5WY?width=531&height=531
13-01-2021,1271.030029,1290.295179,1263.324015,1272.439674,4389762,12,Larsen & Toubro,LT.NS,Stock,Infrastructure,https://1drv.ms/i/c/8705623eb284e7df/IQQr48l1SzxFTYzAsImMFYs-AYv1sccqayGowteoQMKg5WY?width=531&height=531
14-01-2021,1293.678345,1305.989223,1274.554181,1276.198767,5168591,12,Larsen & Toubro,LT.NS,Stock,Infrastructure,https://1drv.ms/i/c/8705623eb284e7df/IQQr48l1SzxFTYzAsImMFYs-AYv1sccqayGowteoQMKg5WY?width=531&height=531
